IncidntNum,categories,description,days,date,time,address,longitude,latitude,periods
170094618,MISSING PERSON,MISSING ADULT,Thursday,02/02/2017 12:00:00 AM,21:00:00,0 Block of DORE ST,-122.413045971966,37.7738617771611,evening
170097941,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,01/25/2017 12:00:00 AM,22:00:00,800 Block of BRYANT ST,-122.403404791479,37.775420706711,evening
170099113,NON-CRIMINAL,FOUND PROPERTY,Saturday,02/04/2017 12:00:00 AM,00:01:00,3RD ST / BRYANT ST,-122.395848299154,37.7813210474369,early_morning
170099527,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,02/04/2017 12:00:00 AM,12:55:00,0 Block of BAY ST,-122.406429633461,37.8065688614525,afternoon
170104392,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,02/03/2017 12:00:00 AM,20:00:00,1300 Block of INDIANA ST,-122.390731675467,37.7539240730786,evening
176004885,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/03/2017 12:00:00 AM,18:20:00,1700 Block of ALAMEDA ST,-122.402448598316,37.7686218429147,evening
176008116,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,01/06/2017 12:00:00 AM,20:23:00,OCTAVIA ST / JACKSON ST,-122.427986508395,37.793306565646,evening
176011896,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,01/04/2017 12:00:00 AM,19:59:00,MISSION ST / SPEAR ST,-122.394064715984,37.792537817505,evening
176011909,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/04/2017 12:00:00 AM,14:30:00,600 Block of 7TH ST,-122.402366997531,37.7724610410735,afternoon
176011915,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,01/04/2017 12:00:00 AM,22:00:00,FREMONT ST / FOLSOM ST,-122.393599296214,37.7879964380876,evening
176011921,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/04/2017 12:00:00 AM,22:10:00,STEVENSON ST / BRADY ST,-122.420777755772,37.7731629856845,evening
176013234,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,01/14/2017 12:00:00 AM,11:45:00,BRETHARTE TR / FRANCISCO ST,-122.417487999146,37.8041769417232,morning
176014925,NON-CRIMINAL,LOST PROPERTY,Friday,01/13/2017 12:00:00 AM,18:00:00,THE EMBARCADEROSOUTH ST / TOWNSEND ST,-122.388306067819,37.7817982352189,evening
176014931,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,01/15/2017 12:00:00 AM,14:45:00,1100 Block of FOLSOM ST,-122.409184636157,37.7756080205266,afternoon
176015183,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/08/2017 12:00:00 AM,13:45:00,ALAMEDA ST / RHODEISLAND ST,-122.402930032237,37.7686481017534,afternoon
176015199,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/08/2017 12:00:00 AM,16:00:00,FOLSOM ST / 3RD ST,-122.398932711095,37.7837848211584,afternoon
176015202,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,01/06/2017 12:00:00 AM,22:15:00,STEVENSON ST / MCCOPPIN ST,-122.421748892194,37.7716418466942,evening
176015741,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,01/12/2017 12:00:00 AM,20:00:00,0 Block of PRECITA AV,-122.418711309665,37.7466802310365,evening
176016222,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,01/17/2017 12:00:00 AM,13:09:00,2000 Block of STEINER ST,-122.435459538607,37.7882195532209,afternoon
176017640,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,01/19/2017 12:00:00 AM,17:00:00,2400 Block of CALIFORNIA ST,-122.434667446391,37.7887453721386,afternoon
176017656,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/20/2017 12:00:00 AM,08:27:00,1400 Block of FILLMORE ST,-122.432680942926,37.782821449014,morning
176017678,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/20/2017 12:00:00 AM,09:30:00,1400 Block of LAGUNA ST,-122.427815582933,37.7844480895156,morning
176017684,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/20/2017 12:00:00 AM,15:45:00,1100 Block of FILLMORE ST,-122.432116233695,37.7800304351156,afternoon
176017775,NON-CRIMINAL,LOST PROPERTY,Thursday,01/12/2017 12:00:00 AM,14:03:00,100 Block of JACKSON ST,-122.398919477596,37.796953574467,afternoon
176017781,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/18/2017 12:00:00 AM,12:05:00,300 Block of THE EMBARCADERONORTH ST,-122.396374439116,37.7980532528058,afternoon
176017797,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,01/13/2017 12:00:00 AM,16:05:00,SANSOME ST / SUTTER ST,-122.400316057286,37.790099627367,afternoon
176017941,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,01/16/2017 12:00:00 AM,15:15:00,22ND ST / GUERRERO ST,-122.423180698496,37.7551699169055,afternoon
176017957,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Sunday,01/01/2017 12:00:00 AM,06:15:00,FILBERT ST / GRANT AV,-122.407772351517,37.8015711330929,morning
176022677,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,01/24/2017 12:00:00 AM,09:00:00,1200 Block of 12TH AV,-122.469655722503,37.764818168552,morning
176023142,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,01/22/2017 12:00:00 AM,00:01:00,GUERRERO ST / 27TH ST,-122.422385609204,37.7471728438465,early_morning
176023158,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,01/21/2017 12:00:00 AM,02:30:00,0 Block of VIRGINIA AV,-122.420894167098,37.7429453874715,early_morning
176023164,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,01/22/2017 12:00:00 AM,13:00:00,OTTAWA AV / CAYUGA AV,-122.446944895061,37.7161878113816,afternoon
176024598,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/27/2017 12:00:00 AM,17:30:00,GEARY BL / WEBSTER ST,-122.431206932079,37.7845681170336,afternoon
176025245,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/29/2017 12:00:00 AM,19:11:00,FULTON ST / STEINER ST,-122.433220475299,37.7774892652621,evening
176025687,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,01/25/2017 12:00:00 AM,19:00:00,800 Block of JONES ST,-122.413568359612,37.7890813338947,evening
176028368,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,01/13/2017 12:00:00 AM,22:40:00,KISSLING ST / 12TH ST,-122.416185338744,37.771411026194,evening
176028374,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,01/14/2017 12:00:00 AM,23:45:00,300 Block of 3RD ST,-122.397595043919,37.7827984355856,evening
176028380,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,01/15/2017 12:00:00 AM,02:30:00,400 Block of 6TH ST,-122.403671442177,37.7770324435946,early_morning
176028396,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/15/2017 12:00:00 AM,18:25:00,FOLSOM ST / 3RD ST,-122.398932711095,37.7837848211584,evening
176029162,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/22/2017 12:00:00 AM,17:30:00,HARRISON ST / LAPU-LAPU ST,-122.398345509398,37.7818000283634,afternoon
170037947,ASSAULT,BATTERY,Saturday,01/14/2017 12:00:00 AM,21:40:00,24TH ST / MISSION ST,-122.418448186101,37.7522391652625,evening
170041409,ASSAULT,BATTERY,Monday,01/16/2017 12:00:00 AM,03:45:00,16TH ST / MISSION ST,-122.419671780296,37.7650501214668,early_morning
170000063,TRESPASS,TRESPASSING,Sunday,01/01/2017 12:00:00 AM,00:05:00,2100 Block of UNION ST,-122.434695000374,37.7972457460489,early_morning
170001726,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/01/2017 12:00:00 AM,11:00:00,OAK ST / STEINER ST,-122.432469285221,37.7737575247075,morning
170002871,TRESPASS,TRESPASSING,Monday,01/02/2017 12:00:00 AM,01:56:00,CESAR CHAVEZ ST / VALENCIA ST,-122.42027922768,37.7481246616016,early_morning
170004651,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,01/02/2017 12:00:00 AM,14:30:00,ULLOA ST / MADRONE AV,-122.467629683708,37.7415007692858,afternoon
170004952,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,01/02/2017 12:00:00 AM,18:33:00,800 Block of MARKET ST,-122.406690592261,37.7852071918419,evening
170004952,WARRANTS,WARRANT ARREST,Monday,01/02/2017 12:00:00 AM,18:33:00,800 Block of MARKET ST,-122.406690592261,37.7852071918419,evening
170005029,ASSAULT,DISCHARGING IN GROSSLY NEGLIGENT MANNER,Monday,01/02/2017 12:00:00 AM,20:42:00,3100 Block of 26TH ST,-122.41350190466,37.7492652916222,evening
170005057,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,01/02/2017 12:00:00 AM,18:00:00,4100 Block of MISSION ST,-122.429801668764,37.7303819548591,evening
170005289,MISSING PERSON,FOUND PERSON,Monday,01/02/2017 12:00:00 AM,08:55:00,0 Block of DORE ST,-122.413045971966,37.7738617771611,morning
170005552,MISSING PERSON,MISSING ADULT,Tuesday,01/03/2017 12:00:00 AM,02:40:00,300 Block of ELLIS ST,-122.411987643595,37.7850226622786,early_morning
170006798,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,01/02/2017 12:00:00 AM,17:12:00,1300 Block of UNION ST,-122.421517738846,37.7988100752774,afternoon
170013903,NON-CRIMINAL,FOUND PROPERTY,Thursday,01/05/2017 12:00:00 AM,19:00:00,200 Block of BEACH ST,-122.413157175676,37.8075302680963,evening
170014923,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,01/06/2017 12:00:00 AM,10:30:00,100 Block of MASON ST,-122.40947349732,37.784816365102,morning
170016935,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/06/2017 12:00:00 AM,19:30:00,18TH ST / DOLORES ST,-122.426079580545,37.7614267757472,evening
170017842,MISSING PERSON,FOUND PERSON,Friday,01/06/2017 12:00:00 AM,21:30:00,0 Block of MCALLISTER ST,-122.412596970637,37.7811192121542,evening
170018878,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,01/06/2017 12:00:00 AM,23:30:00,2300 Block of POWELL ST,-122.411979261433,37.8063092771494,evening
170019177,WARRANTS,WARRANT ARREST,Saturday,01/07/2017 12:00:00 AM,19:52:00,STEVENSON ST / 7TH ST,-122.411935615745,37.7800064420298,evening
170020942,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,01/08/2017 12:00:00 AM,14:38:00,1800 Block of 3RD ST,-122.389099860747,37.7655925586661,afternoon
170027506,OTHER OFFENSES,RESISTING ARREST,Wednesday,01/11/2017 12:00:00 AM,02:00:00,100 Block of VANNESS AV,-122.419456894393,37.7768617186718,early_morning
170030167,ASSAULT,BATTERY,Thursday,01/12/2017 12:00:00 AM,02:55:00,700 Block of ELLIS ST,-122.418540618555,37.7840761863838,early_morning
170034482,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,01/13/2017 12:00:00 AM,17:09:00,500 Block of CARTER ST,-122.423628041297,37.7088061846068,afternoon
170036171,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Saturday,01/14/2017 12:00:00 AM,08:37:00,MARKET ST / JONES ST,-122.411979487494,37.7809039696758,morning
170036999,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,01/14/2017 12:00:00 AM,05:30:00,0 Block of LAPIDGE ST,-122.422264377356,37.7608394141993,early_morning
170038064,ASSAULT,BATTERY,Saturday,01/14/2017 12:00:00 AM,22:24:00,600 Block of EDDY ST,-122.418382008607,37.7832583770949,evening
170040564,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,01/12/2017 12:00:00 AM,16:00:00,VALLEJO ST / HYDE ST,-122.418675207551,37.797334326684,afternoon
170041459,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,01/16/2017 12:00:00 AM,06:50:00,19TH ST / DIAMOND ST,-122.437040666891,37.7591567280326,morning
170042526,NON-CRIMINAL,FOUND PROPERTY,Monday,01/16/2017 12:00:00 AM,13:45:00,3RD ST / EVANS AV,-122.387927387609,37.7427030847405,afternoon
170043308,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,01/16/2017 12:00:00 AM,13:30:00,900 Block of NORTHPOINT ST,-122.422857719558,37.8054440413944,afternoon
170046863,ASSAULT,BATTERY,Tuesday,01/17/2017 12:00:00 AM,23:35:00,500 Block of BROADWAY ST,-122.405863212632,37.7980228452184,evening
170046948,ASSAULT,BATTERY OF A POLICE OFFICER,Wednesday,01/18/2017 12:00:00 AM,00:01:00,1400 Block of HAIGHT ST,-122.446143672039,37.7700527182372,early_morning
170046976,ASSAULT,BATTERY,Wednesday,01/18/2017 12:00:00 AM,01:17:00,2500 Block of FOLSOM ST,-122.414394078892,37.7564874116443,early_morning
170047485,VEHICLE THEFT,STOLEN TRUCK,Tuesday,01/17/2017 12:00:00 AM,20:00:00,JOOST AV / ACADIA ST,-122.437463301495,37.732378097974,evening
170051759,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,01/19/2017 12:00:00 AM,00:01:00,800 Block of ELLIS ST,-122.42019129512,37.7838703920898,early_morning
170062916,VEHICLE THEFT,STOLEN TRUCK,Monday,01/23/2017 12:00:00 AM,13:30:00,0 Block of OTIS ST,-122.41911806856,37.7726644108446,afternoon
170064053,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,01/23/2017 12:00:00 AM,19:30:00,2600 Block of GEARY BL,-122.446612978839,37.7822458223917,evening
170067869,TRESPASS,LODGING WITHOUT PERMISSION,Wednesday,01/25/2017 12:00:00 AM,07:03:00,400 Block of HAMPSHIRE ST,-122.408293237826,37.7637660004405,morning
170069677,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/25/2017 12:00:00 AM,15:00:00,800 Block of BRYANT ST,-122.403404791479,37.775420706711,afternoon
170070072,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Wednesday,01/25/2017 12:00:00 AM,19:00:00,1700 Block of CALIFORNIA ST,-122.423156806774,37.7902088255652,evening
170070254,ASSAULT,BATTERY,Wednesday,01/25/2017 12:00:00 AM,16:00:00,400 Block of SOMERSET ST,-122.407235988658,37.7260053606541,afternoon
170071860,WEAPON LAWS,POSSESSION OF AIR GUN,Thursday,01/26/2017 12:00:00 AM,14:00:00,1300 Block of WEBSTER ST,-122.431046366089,37.7830295716044,afternoon
170078496,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,01/28/2017 12:00:00 AM,17:25:00,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239,afternoon
170079074,ASSAULT,BATTERY,Sunday,01/29/2017 12:00:00 AM,02:31:00,800 Block of HOWARD ST,-122.403890955445,37.7824014072132,early_morning
170079579,OTHER OFFENSES,RESISTING ARREST,Sunday,01/29/2017 12:00:00 AM,09:21:00,LARKIN ST / FULTON ST,-122.416769999704,37.7795845776674,morning
170082908,RUNAWAY,RUNAWAY,Monday,01/30/2017 12:00:00 AM,12:50:00,2600 Block of 28TH AV,-122.485100621512,37.7382838346971,afternoon
170085112,NON-CRIMINAL,FOUND PROPERTY,Tuesday,01/31/2017 12:00:00 AM,03:39:00,700 Block of GEARY ST,-122.415632654294,37.7863587808386,early_morning
170086950,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,01/31/2017 12:00:00 AM,16:32:00,500 Block of OCTAVIA ST,-122.424831586464,37.7773622512789,afternoon
170088310,ASSAULT,BATTERY,Wednesday,02/01/2017 12:00:00 AM,03:57:00,300 Block of ALEMANY BL,-122.412398375843,37.7340561320083,early_morning
170089324,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,01/31/2017 12:00:00 AM,15:52:00,600 Block of EDDY ST,-122.418382008607,37.7832583770949,afternoon
170089346,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Monday,01/30/2017 12:00:00 AM,20:00:00,1100 Block of FOLSOM ST,-122.408685885018,37.7761558110245,evening
170089352,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,02/01/2017 12:00:00 AM,12:49:00,MCALLISTER ST / HYDE ST,-122.415317966992,37.7807179285998,afternoon
170089352,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,02/01/2017 12:00:00 AM,12:49:00,MCALLISTER ST / HYDE ST,-122.415317966992,37.7807179285998,afternoon
170089352,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,02/01/2017 12:00:00 AM,12:49:00,MCALLISTER ST / HYDE ST,-122.415317966992,37.7807179285998,afternoon
170092662,ASSAULT,BATTERY,Thursday,02/02/2017 12:00:00 AM,12:30:00,400 Block of 10TH ST,-122.410541166987,37.7709130566165,afternoon
170092690,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,01/31/2017 12:00:00 AM,08:50:00,600 Block of STANYAN ST,-122.453563238036,37.7696403896003,morning
170001390,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,01/01/2017 12:00:00 AM,13:11:00,FILLMORE ST / CALIFORNIA ST,-122.433843066298,37.7889062433785,afternoon
170001403,NON-CRIMINAL,LOST PROPERTY,Sunday,01/01/2017 12:00:00 AM,02:00:00,300 Block of GEARY ST,-122.409077157261,37.7873064204439,early_morning
170002956,NON-CRIMINAL,SEARCH WARRANT SERVICE,Monday,01/02/2017 12:00:00 AM,04:27:00,1800 Block of 28TH AV,-122.485982800091,37.7528682814355,early_morning
170024273,ASSAULT,BATTERY,Monday,01/09/2017 12:00:00 AM,20:20:00,100 Block of JONES ST,-122.412249767634,37.782556330202,evening
170027528,ASSAULT,BATTERY,Wednesday,01/11/2017 12:00:00 AM,06:21:00,400 Block of TURK ST,-122.416342977622,37.7824465135592,morning
170029273,ASSAULT,BATTERY,Wednesday,01/11/2017 12:00:00 AM,17:26:00,24TH ST / CHURCH ST,-122.427439726983,37.7517051328882,afternoon
170029289,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,01/11/2017 12:00:00 AM,13:00:00,1400 Block of STOCKTON ST,-122.409031505971,37.7992531925554,afternoon
170030151,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,01/11/2017 12:00:00 AM,23:45:00,700 Block of MARKET ST,-122.405294845215,37.7863072236365,evening
170031212,ASSAULT,BATTERY,Thursday,01/12/2017 12:00:00 AM,14:30:00,1200 Block of MISSION ST,-122.413583483648,37.7770436202636,afternoon
170032282,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,01/12/2017 12:00:00 AM,19:00:00,1200 Block of MENDELL ST,-122.389443783073,37.735503262021,evening
170032511,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Thursday,01/12/2017 12:00:00 AM,20:28:00,16TH ST / MARKET ST,-122.433075152403,37.7641937790242,evening
170033779,WEAPON LAWS,POSS OF LOADED FIREARM,Friday,01/13/2017 12:00:00 AM,13:11:00,100 Block of HYDE ST,-122.415669661443,37.7821198488931,afternoon
170033779,WEAPON LAWS,"FIREARM, LOADED, IN VEHICLE, POSSESSION OR USE",Friday,01/13/2017 12:00:00 AM,13:11:00,100 Block of HYDE ST,-122.415669661443,37.7821198488931,afternoon
170034595,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,01/13/2017 12:00:00 AM,06:00:00,0 Block of NAPOLEON ST,-122.399112963442,37.74687962237,morning
170014456,WARRANTS,WARRANT ARREST,Friday,01/06/2017 12:00:00 AM,04:05:00,0 Block of DRUMM ST,-122.396421943768,37.7941447423704,early_morning
170036187,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Thursday,01/12/2017 12:00:00 AM,10:15:00,500 Block of EUREKA ST,-122.437500598401,37.7534851573453,morning
170036193,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,01/13/2017 12:00:00 AM,17:30:00,24TH ST / BRYANT ST,-122.409131939489,37.7527969985584,afternoon
170037549,ASSAULT,THREATS AGAINST LIFE,Saturday,01/14/2017 12:00:00 AM,18:39:00,200 Block of GEARY ST,-122.407413025963,37.7874074125228,evening
170016292,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/06/2017 12:00:00 AM,18:54:00,2300 Block of FOLSOM ST,-122.414833494052,37.7596779372146,evening
170016327,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Friday,01/06/2017 12:00:00 AM,16:00:00,100 Block of SICKLES AV,-122.454168047139,37.7099816740397,afternoon
170016327,SECONDARY CODES,DOMESTIC VIOLENCE,Friday,01/06/2017 12:00:00 AM,16:00:00,100 Block of SICKLES AV,-122.454168047139,37.7099816740397,afternoon
170016333,NON-CRIMINAL,AUTO IMPOUNDED,Friday,01/06/2017 12:00:00 AM,19:12:00,300 Block of 3RD ST,-122.398472416,37.7833420916721,evening
170038127,ARSON,ARSON,Saturday,01/14/2017 12:00:00 AM,23:10:00,1300 Block of CALIFORNIA ST,-122.416773563916,37.7911165972854,evening
170039987,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,01/15/2017 12:00:00 AM,15:27:00,CLAYTON ST / 17TH ST,-122.446783496628,37.7617815973872,afternoon
170039993,ASSAULT,BATTERY,Saturday,01/14/2017 12:00:00 AM,22:00:00,2500 Block of FOLSOM ST,-122.414394078892,37.7564874116443,evening
170019274,NON-CRIMINAL,FOUND PROPERTY,Saturday,01/07/2017 12:00:00 AM,19:00:00,19TH ST / MISSION ST,-122.419208249507,37.7602340753605,evening
170040467,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,01/15/2017 12:00:00 AM,18:40:00,3000 Block of MISSION ST,-122.418163204335,37.7485889485524,evening
170040473,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,01/15/2017 12:00:00 AM,15:45:00,1000 Block of GREAT HY,-122.510225749052,37.7672442209616,afternoon
170019860,NON-CRIMINAL,AIDED CASE,Sunday,01/08/2017 12:00:00 AM,05:50:00,500 Block of 5TH ST,-122.39998111124,37.7776242389287,early_morning
170040940,OTHER OFFENSES,RESISTING ARREST,Sunday,01/15/2017 12:00:00 AM,21:44:00,2000 Block of MARKET ST,-122.426955631709,37.769247063207,evening
170040940,WARRANTS,WARRANT ARREST,Sunday,01/15/2017 12:00:00 AM,21:44:00,2000 Block of MARKET ST,-122.426955631709,37.769247063207,evening
170021194,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,01/06/2017 12:00:00 AM,12:00:00,200 Block of BEALE ST,-122.39353370026,37.7892558270831,afternoon
170021213,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,01/08/2017 12:00:00 AM,16:43:00,15TH ST / GUERRERO ST,-122.424260561379,37.766406444508704,afternoon
170021746,NON-CRIMINAL,TARASOFF REPORT,Sunday,01/08/2017 12:00:00 AM,18:12:00,1000 Block of POTRERO AV,-122.40653911514799,37.7564864109309,evening
170042673,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,01/15/2017 12:00:00 AM,17:00:00,200 Block of POST ST,-122.406021838484,37.7886491245294,afternoon
170042689,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,01/01/2017 12:00:00 AM,16:31:00,300 Block of MOULTRIE ST,-122.415775728461,37.7396874408041,afternoon
170021962,NON-CRIMINAL,AIDED CASE,Sunday,01/08/2017 12:00:00 AM,22:00:00,0 Block of GROVE ST,-122.41742986085,37.7785349354394,evening
170042861,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,01/16/2017 12:00:00 AM,16:29:00,900 Block of MARKET ST,-122.408595110869,37.7837069301545,afternoon
170042883,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,01/14/2017 12:00:00 AM,18:00:00,200 Block of HALE ST,-122.4100045438,37.7317679684821,evening
170047219,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,01/17/2017 12:00:00 AM,20:00:00,GIRARD ST / FELTON ST,-122.405590445642,37.7297774122537,evening
170051806,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Thursday,01/19/2017 12:00:00 AM,08:45:00,800 Block of BRYANT ST,-122.403404791479,37.775420706711,morning
170051806,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,01/19/2017 12:00:00 AM,08:45:00,800 Block of BRYANT ST,-122.403404791479,37.775420706711,morning
170031212,TRESPASS,TRESPASSING,Thursday,01/12/2017 12:00:00 AM,14:30:00,1200 Block of MISSION ST,-122.413583483648,37.7770436202636,afternoon
170031228,MISSING PERSON,MISSING ADULT,Thursday,01/12/2017 12:00:00 AM,14:34:00,400 Block of CLEMENTINA ST,-122.405112001355,37.7798431570931,afternoon
170031228,MISSING PERSON,FOUND PERSON,Thursday,01/12/2017 12:00:00 AM,14:34:00,400 Block of CLEMENTINA ST,-122.405112001355,37.7798431570931,afternoon
170031234,DISORDERLY CONDUCT,DISTURBING THE PEACE,Thursday,01/12/2017 12:00:00 AM,14:35:00,1500 Block of OCEAN AV,-122.458737959025,37.724347674915,afternoon
170031234,SUSPICIOUS OCC,UNUSUAL OCCURENCE,Thursday,01/12/2017 12:00:00 AM,14:35:00,1500 Block of OCEAN AV,-122.458737959025,37.724347674915,afternoon
170032975,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,01/13/2017 12:00:00 AM,05:00:00,POWELL ST / OFARRELL ST,-122.408040474858,37.7864094033618,early_morning
170032975,NON-CRIMINAL,LOST PROPERTY,Friday,01/13/2017 12:00:00 AM,05:00:00,POWELL ST / OFARRELL ST,-122.408040474858,37.7864094033618,early_morning
170032997,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,01/13/2017 12:00:00 AM,08:09:00,WEBSTER ST / GEARY BL,-122.431206932079,37.7845681170336,morning
170054822,ASSAULT,BATTERY,Friday,01/20/2017 12:00:00 AM,16:45:00,600 Block of LARCH ST,-122.428129865519,37.7814240041364,afternoon
170054844,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,01/20/2017 12:00:00 AM,16:45:00,1500 Block of BRYANT ST,-122.410738097315,37.767524308783,afternoon
170037997,ASSAULT,BATTERY,Saturday,01/14/2017 12:00:00 AM,10:00:00,2700 Block of SACRAMENTO ST,-122.43816640511,37.7893671792427,morning
170038008,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,01/14/2017 12:00:00 AM,20:25:00,15TH ST / MISSION ST,-122.419827929961,37.7666737551835,evening
170038014,OTHER OFFENSES,RESISTING ARREST,Saturday,01/14/2017 12:00:00 AM,22:05:00,HYDE ST / GOLDEN GATE AV,-122.415508242782,37.7816542806076,evening
170038014,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,01/14/2017 12:00:00 AM,22:05:00,HYDE ST / GOLDEN GATE AV,-122.415508242782,37.7816542806076,evening
170038036,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,01/14/2017 12:00:00 AM,22:15:00,JUDAH ST / 19TH AV,-122.477012148678,37.7616987104058,evening
